feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue
TPM__PIK3CG,100,50,1.0,0.11999999731779099,-0.22,0.21,True,1.0
METH__NRP1,100,50,1.0,0.10999999940395355,-0.29,0.23,True,1.0
METH__ZNF697,100,50,1.0,0.10999999940395355,-0.24,0.21,True,1.0
METH__TBC1D16,100,50,1.0,0.07000000029802322,-0.22,0.23,True,1.0
METH__C14orf128,100,50,1.0,0.09000000357627869,-0.31,0.25,True,1.0
METH__C9orf150,100,50,1.0,0.11999999731779099,-0.26,0.24,True,1.0
TPM__ACP7,100,50,1.0,0.029999999329447746,0.26,0.23,True,1.0
METH__EXOC6B,100,50,1.0,0.10999999940395355,-0.25,0.23,True,1.0
METH__TEAD4,100,50,1.0,0.09000000357627869,-0.28,0.27,True,1.0
METH__ARHGAP5,100,50,1.0,0.07999999821186066,-0.28,0.22,True,1.0
METH__TMEM49,100,50,1.0,0.09000000357627869,-0.29,0.22,True,1.0
METH__DSTN,100,50,1.0,0.14000000059604645,-0.33,0.24,True,1.0
METH__BIRC2,100,50,1.0,0.07000000029802322,-0.29,0.28,True,1.0
METH__ATP6V1D,100,50,1.0,0.09000000357627869,-0.22,0.24,True,1.0
METH__UEVLD,99,49,0.99,0.05000000074505806,-0.02,0.22,True,1.0
METH__PTGR2,99,49,0.99,0.05999999865889549,-0.29,0.22,True,1.0
METH__HJURP,97,47,0.97,0.05999999865889549,-0.22,0.24,True,0.992
METH__ZNF226,97,47,0.97,0.03999999910593033,-0.21,0.23,True,0.992
METH__PRKAR1A,97,47,0.97,0.07000000029802322,-0.19,0.22,True,0.992
METH__C6orf217,97,47,0.97,0.05999999865889549,-0.27,0.28,True,0.992
METH__ZNF503,96,46,0.96,0.07999999821186066,-0.25,0.22,True,0.832
METH__RAPH1,95,45,0.95,0.05999999865889549,-0.25,0.25,True,0.458
METH__SLC1A1,95,45,0.95,0.09000000357627869,-0.21,0.22,True,0.458
METH__TPX2,91,41,0.91,0.07999999821186066,-0.22,0.25,False,0.002
METH__C9orf30,89,39,0.89,0.05999999865889549,-0.25,0.23,False,0.0
METH__GIT2,88,38,0.88,0.07000000029802322,0.15,0.22,False,0.0
METH__KLF4,87,37,0.87,0.10000000149011612,-0.27,0.24,False,0.0
METH__CEBPD,87,37,0.87,0.07000000029802322,-0.22,0.22,False,0.0
METH__EDEM3,87,37,0.87,0.07000000029802322,-0.19,0.23,False,0.0
CNV__BIRC3,86,36,0.86,0.019999999552965164,0.18,0.22,False,0.0
